Acacia_species48,149.25
Mimosa_species105,172.4
Acacia_species127,175.717
Abarema_species24,259.779
Acacia_species236,162.482
Chloroleucon_species3,226.21
Albizia_species21,228.579
Acacia_species304,163.396
Abarema_species30,180.889
Inga_species107,234.564
Zygia_coccinea,237.601
Acacia_species153,226.709
Acacia_species142,250.063
Acacia_species270,248.351
Acacia_species403,177.172
Inga_species141,233.345
Acacia_species417,192.093
Acacia_species136,221.496
Parkia_species6,253.08
Acacia_species356,228.604
Acacia_species289,195.008
Acacia_species186,263.472
Calliandra_species53,129.5
Calliandra_species13,199.015
Senegalia_species9,245.579
Acacia_species571,168.954
Lysiloma_species5,228.729
Albizia_species62,247.027
Acacia_species272,127.926
Acacia_species321,180.717
Tetrapterocarpon_species2,235.458
Acaciella_species1,187.5
Acacia_species439,269.35
Inga_species129,227
Acacia_species436,158.04
Acacia_species386,185.811
Acacia_species525,199.167
Acacia_species340,199.761
Leucaena_species10,232.279
Mimosa_species76,233.074
Inga_species59,255.238
Acacia_species471,198.354
Mimosa_species71,232.945
Mimosa_species111,193
Inga_species85,245.024
Acacia_species457,149.127
Acacia_species248,237.914
Lysiloma_species7,199.706
Senegalia_species23,209.072
Acacia_species456,224.747
Albizia_species66,264.633
Neptunia_species1,225.679
Acacia_species587,139.92
Acacia_species299,175.557
Acacia_species258,235.6
Albizia_species3,247.573
Prosopidastrum_species1,134
Prosopis_species21,229.609
Xylia_species1,243.765
Zygia_paucijugata,225.6
Acacia_species601,169.072
Acacia_species441,249.821
Inga_species69,223
Acacia_species460,168.174
Mimosa_species187,181.858
Acacia_species344,173.098
Inga_species117,222.539
Acacia_species20,132.424
Acacia_species491,125.958
Acacia_species463,157.63
Acacia_species482,213.567
Piptadenia_species3,194.167
Inga_species97,253.961
Acacia_species197,133.513
Acacia_species551,102
Acacia_species352,120.397
Zygia_vasquezii,132.5
Paraserianthes_species1,162.591
Acacia_species503,170.1
Mimosa_species21,216.391
Senegalia_species12,238.192
Mimosa_species103,136.333
Anadenanthera_species1,231.96
Acacia_species115,173.111
Pseudoprosopis_species3,241.875
Pseudoprosopis_species2,210.455
Mimosa_species36,222.667
Inga_species57,247.609
Acacia_species325,188.045
Acacia_species510,188.719
Acacia_species10,178.1
Prosopis_species17,216.615
Acacia_species305,252.436
Mimosa_species32,223.255
Acacia_species66,194.696
Abarema_species19,223.588
Calliandra_species32,235.271
Acacia_species141,192.293
Albizia_species31,252.51
Acacia_species523,158
Inga_species119,183.746
Ebenopsis_species1,214.991
Acacia_species54,172.762
Acacia_species569,167.875
Calliandra_species44,226.323
Inga_species56,231.625
Abarema_species1,195
Neptunia_species4,263.714
Acacia_species462,196.644
Pithecellobium_species7,237.767
Stryphnodendron_species1,211.254
Mimosa_species143,240.352
Acacia_species484,135
Lemurodendron_species1,200.4
Abarema_species28,178.5
Mimosa_species159,241.896
Inga_species9,223
Prosopis_species18,214.047
Prosopis_species8,209.867
Acacia_species380,159.732
Acacia_species564,246.621
Acacia_species512,234.595
Sphinga_species1,227.761
Acacia_species52,180.034
Acacia_species203,172.169
Zygia_longifolia,248.242
Inga_species95,220.956
Abarema_species16,256.465
Inga_species91,214.5
Inga_species114,238.927
Acacia_species586,127.473
Piptadenia_species4,212.635
Inga_species27,213.39
Entada_species6,235.479
Mimosa_species45,223.581
Zygia_unifoliolata,260.421
Acacia_species196,173.441
Senegalia_species16,222.429
Acacia_species596,166.462
Acacia_species6,252.095
Mimosa_species122,253.348
Desmanthus_species7,179.51
Acacia_species281,178.889
Parkia_species2,266.398
Prosopis_species9,110.775
Acacia_species167,103.167
Mimosa_species177,225.768
Albizia_species35,137.459
Acacia_species107,238.091
Piptadeniopsis_species1,223.182
Albizia_species27,256.858
Calliandra_species16,127.222
Archidendron_species11,229
Piptadenia_species1,214.935
Acacia_species185,184.125
Acacia_species476,196.963
Inga_species19,235.556
Acacia_species357,179.393
Mimosa_species165,239.209
Acacia_species496,257.922
Mimosa_species144,233.84
Parapiptadenia_species1,189.8
Inga_species127,258.167
Parapiptadenia_species2,206.373
Acacia_species367,154.207
Inga_species14,221.5
Acacia_species73,256.762
Acacia_species159,159.979
Acacia_species351,182.765
Acacia_species3,227.274
Mimosa_species163,196.3
Acacia_species94,151.655
Chidlowia_species1,242.519
Calliandra_species5,227.923
Acacia_species124,189.788
Viguieranthus_species1,227
Mimosa_species43,169.721
Inga_species21,185
Calliandra_species56,240.939
Acacia_species389,168.273
Mimosa_species63,212.791
Acacia_species104,210.107
Prosopis_species16,202.16
Jacqueshuberia_species4,174.333
Senegalia_species22,225.111
Acacia_species581,157.905
Acacia_species576,188.723
Calliandra_species40,237.985
Acacia_species234,269.662
Mimosa_species13,250.832
Vachellia_species7,224.444
Senegalia_species5,226.467
Prosopis_species2,187.317
Acacia_species444,232.244
Mimosa_species66,237.763
Acacia_species316,240.5
Acacia_species145,205.25
Acacia_species262,158.62
Inga_species22,190.5
Acacia_species530,156.393
Acacia_species392,100.568
Mimosa_species168,251.882
Mimosa_species68,219.921
Acacia_species354,128.631
Acacia_species306,169.408
Mimosa_species172,159
Abarema_species25,205
Inga_species52,181.979
Acacia_species379,120.583
Acacia_species488,173.101
Pithecellobium_species13,255.685
Inga_species74,259.598
Acacia_species515,183.399
Vachellia_species5,249.278
Mimosa_species164,228.667
Acacia_eburnea,78
Mimosa_species186,207.182
Acacia_species88,161.507
Albizia_species58,231.208
Acacia_species339,221.451
Acacia_species117,176.459
Acacia_species573,180.889
Acacia_species114,236.912
Acacia_species425,152.045
Acacia_species378,145.641
Acacia_species91,232.87
Acacia_species493,154.883
Acacia_species138,132.519
Lysiloma_species6,253.148
Leucaena_species6,190.5
Acacia_species506,164.939
Mimosa_species79,210.435
Inga_species60,238.683
Inga_species145,246.222
Acacia_species572,157.241
Acacia_species118,255.59
Acacia_species543,159.924
Calliandra_species48,206.7
Acacia_species480,158.789
Calliandra_species61,231.735
Acacia_species273,255.67
Acacia_species547,160.156
Acacia_species405,165.525
Mimosa_species136,108.333
Albizia_species56,245.652
Acacia_species218,256.79
Acacia_species170,152.595
Acacia_species494,168.633
Hydrochorea_species1,261.282
Mimosa_species166,237.419
Mimosa_species171,188.769
Faidherbia_species1,251.605
Calliandra_species65,206.422
Acacia_species315,153.043
Albizia_species6,217.538
Inga_species110,249.067
Mimosa_species5,177.477
Acacia_species98,196.111
Calliandra_species19,197.943
Elephantorrhiza_species2,215.792
Pithecellobium_species19,258.891
Acacia_species147,160.355
Gagnebina_species1,239.235
Calliandra_species6,190.133
Albizia_species16,244.649
Acacia_species359,175.243
Mimosa_species115,144.075
Acacia_species588,192.788
Acacia_species263,250.11
Inga_species132,248.354
Acacia_species592,170.125
Calliandra_species22,221.992
Mimosa_species44,225.829
Acacia_species391,172.006
Acacia_species85,235.048
Acacia_species164,227.852
Albizia_species63,235.255
Inga_species15,246.182
Acacia_species257,210.857
Acacia_species557,143.509
Acacia_species385,164.77
Inga_species125,254.29
Fillaeopsis_species3,244.197
Inga_species146,183.403
Mimosa_species169,203.854
Acacia_species190,212.392
Prosopis_species12,118.5
Acacia_species600,235.508
Inga_species101,240.783
Samanea_species2,244.079
Acacia_species301,231.417
Inga_species37,200.375
Acacia_species560,197.6
Acacia_species475,187.474
Piptadenia_species10,237.533
Mimosa_species114,227.244
Acacia_species45,203.365
Acacia_species81,189.875
Albizia_species41,236.371
Inga_species64,248.802
Acacia_species214,200.842
Acacia_species15,180.673
Mimosa_species167,233.125
Acacia_species387,252.455
Afrocalliandra_redacta,0
Acacia_species465,145.328
